,laptop_ID,Company,Product,TypeName,Inches,Screen Resolution,X_res,Y_res,Full HD,Quad HD+,4K Ultra HD,IPS,Touch Screen,CPU Name,CPU Freq (GHz),RAM (GB),HDD,SSD,Flash Storage,GPU,OS,Weight (kg),Price_euros
990,1006,Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,0,128,0,Intel HD Graphics,No OS,1.9,270.61999999999995
991,1007,Lenovo,ThinkPad T560,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,2.3,1348.9999999999998
992,1008,Dell,Inspiron 5378,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.68,889.0000000000001
993,1009,Asus,ZenBook UX310UA-FB485T,Notebook,13.3,3200x1800,3200,1800,0,0,1,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.4,1150.0000000000005
994,1010,HP,Spectre 13-V111dx,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.11,1348.9999999999998
995,1011,Acer,Aspire ES1-533,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.1,4,500,0,0,Intel HD Graphics,Windows 10,2.4,380.00000000000006
996,1012,Asus,Rog GL553VE-DS74,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.5,1799.0000000000007
997,1013,HP,EliteBook 840,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,1.48,2089.0
998,1014,Acer,Nitro 5,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.7,1260.0000000000002
999,1015,HP,ENVY -,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.34,1188.9999999999998
1000,1016,Dell,Vostro 3568,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.4,4,0,128,0,Intel HD Graphics,Windows 10,2.18,547.0
1001,1017,HP,Probook 440,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,1.64,779.0
1002,1018,Toshiba,Portege Z30-C-16H,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,0,128,0,Intel HD Graphics,Windows 10,1.2,1194.9999999999995
1003,1019,HP,EliteBook 840,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.4,4,0,256,0,Intel HD Graphics,Windows 10,1.48,1099.9900000000002
1004,1020,HP,ProBook 640,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,1.95,1205.0
1005,1021,HP,EliteBook 1040,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,8,0,256,0,Intel HD Graphics,Windows 7,1.43,1448.9999999999998
1006,1022,HP,ProBook 440,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce MX,Windows 10,1.64,1049.2600000000002
1007,1023,HP,Probook 440,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.4,4,500,0,0,Intel HD Graphics,Windows 10,1.64,683.9999999999998
1008,1025,HP,EliteBook 820,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,1.26,1539.0000000000002
1009,1026,HP,Elitebook 840,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,1.48,1590.0000000000005
1010,1027,HP,EliteBook 840,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.54,1887.21
1011,1028,HP,Probook 430,Notebook,13.3,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.4,4,500,0,0,Intel HD Graphics,Windows 10,1.49,799.9999999999999
1012,1029,Toshiba,Portege A30-C-1CZ,Notebook,13.3,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.5,1209.9999999999995
1013,1030,HP,ProBook 450,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.4,4,0,256,0,Intel HD Graphics,Windows 10,2.04,769.9900000000001
1014,1031,Lenovo,ThinkPad P70,Notebook,17.3,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.7,16,0,512,0,Nvidia Quadro,Windows 7,2.4,2968.0000000000005
1015,1032,Toshiba,Tecra Z40-C-12Z,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.47,1490.0000000000005
1016,1033,HP,EliteBook 1040,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.43,2229.000000000001
1017,1034,Dell,Inspiron 5568,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,1,1,Intel Core i3,2.3,4,1000,0,0,Intel HD Graphics,Windows 10,2.08,795.9900000000004
1018,1035,Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.2,1590.0000000000005
1019,1036,HP,Spectre 13-V100nv,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.11,1149.0
1020,1037,HP,ProBook 440,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Nvidia GeForce MX,Windows 10,1.64,1185.4299999999998
1021,1038,Dell,Latitude E5570,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.4,8,500,0,0,Intel HD Graphics,Windows 10,2.09,1046.4400000000003
1022,1039,HP,Elitebook 820,Ultrabook,12.5,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,1.26,1559.0000000000002
1023,1040,HP,ProBook 650,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,2.31,1188.9999999999998
1024,1041,HP,ProBook 640,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,1.95,1060.0
1025,1042,Dell,XPS 13,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.29,1624.0000000000002
1026,1043,HP,Probook 470,Notebook,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce MX,Windows 10,2.63,1080.0000000000005
1027,1044,HP,ProBook 440,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,1.64,972.9999999999999
1028,1045,Acer,Aspire 3,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,3.0,6,1000,0,0,AMD Radeon,Windows 10,2.1,409.00000000000017
1029,1046,MSI,GL72M 7RDX,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.7,1191.8000000000004
1030,1047,HP,Probook 640,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 7,1.95,1194.9999999999995
1031,1048,HP,EliteBook 850,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.84,1228.99
1032,1049,HP,EliteBook 820,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.26,1348.9999999999998
1033,1050,HP,ProBook 450,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,2.04,742.0
1034,1051,Toshiba,Tecra Z40-C-136,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,8,0,256,0,Intel HD Graphics,Windows 10,1.47,1724.9999999999993
1035,1052,Dell,Latitude E5570,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.4,8,0,256,0,Intel HD Graphics,Windows 7,2.09,1062.9499999999998
1036,1053,HP,ProBook 440,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.64,1010.5100000000003
1037,1054,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.5,4,0,256,0,Intel HD Graphics,Windows 10,1.8,847.0000000000003
1038,1055,Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Atom,1.44,2,0,0,32,Intel HD Graphics,Windows 10,1.45,210.8
1039,1056,Toshiba,Tecra A50-C-218,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.5,16,0,256,0,Nvidia GeForce M,Windows 10,2.4,1425.0000000000005
1040,1057,Lenovo,Thinkpad L560,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,2.3,1049.5999999999997
1041,1058,HP,EliteBook 840,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 10,1.54,999.9999999999998
1042,1059,HP,EliteBook 850,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.4,8,500,256,0,Intel HD Graphics,Windows 10,1.84,2103.34
1043,1060,HP,EliteBook 1040,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 7,1.43,1468.9999999999998
1044,1061,MSI,GT72S Dominator,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,16,1000,256,0,Nvidia GeForce GTX,Windows 10,3.78,1545.6400000000006
1045,1062,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,1000,128,0,Nvidia GeForce GTX,Windows 10,4.6,2289.9900000000002
1046,1063,Asus,Chromebook C202SA,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,0,0,16,Intel HD Graphics,Chrome OS,1.2,287.9
1047,1064,Lenovo,ThinkPad X1,Notebook,14.0,2560x1440,2560,1440,0,1,0,1,0,Intel Core i7,2.6,16,0,256,0,Intel HD Graphics,Windows 7,1.1,2620.0
1048,1065,HP,Noteb Pav,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,1000,0,0,Nvidia GeForce MX,Windows 10,1.91,978.9999999999999
1049,1066,Dell,Inspiron 5578,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,2.7,8,0,256,0,Intel HD Graphics,Windows 10,2.3,1094.0
1050,1067,HP,ProBook 450,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,2.04,978.9999999999999
1051,1068,Dell,XPS 13,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core i7,2.7,16,0,1000,0,Intel HD Graphics,Windows 10,1.2,2254.000000000001
1052,1069,HP,ProBook 650,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.3,4,500,0,0,Intel HD Graphics,Windows 10,2.31,705.1500000000002
1053,1070,HP,250 G5,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,No OS,1.96,499.00000000000006
1054,1071,Acer,Aspire ES1-523,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,2.2,8,1000,0,0,AMD Radeon,Windows 10,2.4,449.0000000000001
1055,1072,Dell,Inspiron 7378,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.7,12,0,256,0,Intel HD Graphics,Windows 10,1.6,1299.0000000000002
1056,1073,MSI,GT62VR 6RD,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.94,1818.9999999999995
1057,1074,HP,ProBook 450,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,2.04,1069.9999999999998
1058,1075,Asus,Rog G752VL-GC088D,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,1000,0,0,Nvidia GeForce GTX,No OS,4.0,998.0000000000002
1059,1076,Dell,Inspiron 3567,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,1000,0,0,Intel HD Graphics,Windows 10,2.25,559.0
1060,1077,Dell,Inspiron 5567,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,2000,0,0,AMD Radeon,Windows 10,2.32,989.9900000000002
1061,1079,MSI,GS63VR 6RF,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,16,1000,256,0,Nvidia GeForce GTX,Windows 10,1.8,1929.0
1062,1080,Dell,XPS 13,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.29,1458.0000000000002
1063,1081,Asus,ROG G701VO,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,64,0,1000,0,Nvidia GeForce GTX,Windows 10,3.58,3975.000000000001
1064,1082,Dell,Inspiron 5368,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.62,798.01
1065,1083,Dell,Alienware 15,Gaming,15.6,3840x2160,3840,2160,0,0,1,0,0,Intel Core i7,2.6,16,1000,256,0,Nvidia GeForce GTX,Windows 10,3.21,1329.0000000000005
1066,1084,Apple,"MacBook 12""",Ultrabook,12.0,2304x1440,2304,1440,0,1,0,1,0,Intel Core M,1.1,8,0,0,256,Intel HD Graphics,Mac X,0.92,1300.0
1067,1085,Dell,Latitude 3570,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.3,4,500,0,0,Intel HD Graphics,Windows 10,2.06,481.97999999999985
1068,1086,HP,ProBook 650,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 10,2.31,1198.9999999999998
1069,1087,HP,EliteBook 820,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 7,1.26,1198.9999999999998
1070,1088,HP,ProBook 430,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.49,1090.0
1071,1089,Lenovo,ThinkPad Yoga,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.3,1713.4899999999998
1072,1090,Lenovo,IdeaPad 300-17ISK,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,Intel Core i5,2.3,8,1000,0,0,AMD Radeon,Windows 10,3.0,659.0
1073,1091,Lenovo,Ideapad 700-15ISK,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.3,4,1000,0,0,Nvidia GeForce GTX,Windows 10,2.3,976.9999999999995
1074,1092,MSI,GT72VR Dominator,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,3.78,2498.9999999999995
1075,1093,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 10,2.1,540.0000000000002
1076,1094,HP,Probook 650,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 7,2.31,940.0000000000001
1077,1095,Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,2560x1440,2560,1440,0,1,0,1,1,Intel Core M,1.2,8,0,512,0,Intel HD Graphics,Windows 10,0.99,1399.0000000000007
1078,1097,Lenovo,Yoga Book,2 in 1 Convertible,10.1,1920x1200,1920,1200,0,1,0,1,1,Intel Atom,1.44,4,0,0,64,Intel HD Graphics,Windows 10,0.69,646.2700000000001
1079,1098,HP,Spectre x360,Ultrabook,13.3,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.3,2049.000000000001
1080,1099,Dell,Vostro 3568,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,2.18,749.9999999999999
1081,1100,HP,EliteBook 840,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 7,1.54,1030.99
1082,1101,HP,ZBook 15u,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,256,0,AMD FirePro,Windows 7,1.9,1494.9999999999995
1083,1102,Lenovo,ThinkPad T460,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,180,0,Intel HD Graphics,Windows 7,1.7,1198.9999999999998
1084,1103,HP,Chromebook 13,Notebook,13.3,3200x1800,3200,1800,0,0,1,0,0,Intel Processor,1.5,4,0,0,32,Intel HD Graphics,Chrome OS,1.29,614.9999999999998
1085,1104,Acer,Aspire ES1-523,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,2.2,4,500,0,0,AMD Radeon,Windows 10,2.4,387.00000000000006
1086,1105,Dell,Inspiron 3552,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.6,4,500,0,0,Intel HD Graphics,Linux,2.2,393.48999999999995
1087,1106,HP,250 G6,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,Intel HD Graphics,No OS,1.86,345.9899999999999
1088,1107,Asus,Rog GL702VM-GC354T,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,256,0,Nvidia GeForce GTX,Windows 10,2.7,1599.0
1089,1108,Dell,Inspiron 5370,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.6,4,0,256,0,AMD Radeon,Windows 10,1.4,818.3500000000001
1090,1109,HP,Elitebook 820,Netbook,12.5,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,0,128,0,Intel HD Graphics,Windows 7,2.4,1599.0
1091,1110,Acer,Aspire F5-573G,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,256,0,Nvidia GeForce GTX,Windows 10,2.4,799.0
1092,1111,Dell,Inspiron 5567,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,AMD Radeon,Windows 10,2.36,638.8000000000001
1093,1112,MSI,GS70 Stealth,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,8,0,256,0,Nvidia GeForce GTX,Windows 10,2.6,1599.0
1094,1113,HP,250 G5,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.6,4,1000,0,0,Intel HD Graphics,Windows 10,1.96,499.99999999999983
1095,1114,Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,1000,128,0,Nvidia GeForce GTX,Windows 10,4.3,2299.0
1096,1115,Dell,Latitude E5270,Ultrabook,12.5,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.3,4,500,0,0,Intel HD Graphics,Windows 7,1.5,1135.1500000000003
1097,1116,Dell,Latitude E5270,Ultrabook,12.5,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.3,4,0,128,0,Intel HD Graphics,Windows 7,1.5,1166.9700000000003
1098,1117,Acer,Chromebook 15,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.5,4,0,16,0,Intel HD Graphics,Chrome OS,2.2,208.99999999999997
1099,1118,HP,ZBook 17,Workstation,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,8,1000,0,0,AMD FirePro,Windows 7,3.0,2898.999999999999
1100,1119,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,0,512,0,Nvidia GeForce GTX,Windows 10,2.4,1198.9999999999998
1101,1120,Dell,Latitude E5270,Ultrabook,12.5,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 7,1.5,1413.0999999999995
1102,1121,MSI,GE72 Apache,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.9,1511.1900000000003
1103,1122,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,2.3,4,0,256,0,Intel HD Graphics,Windows 10,2.1,866.9999999999997
1104,1123,HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,AMD A-Series,2.5,4,1000,0,0,AMD Radeon,Windows 10,2.1,398.0
1105,1124,Asus,Rog GL552VW-CN470T,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,1000,128,0,Nvidia GeForce GTX,Windows 10,2.59,1338.9999999999995
1106,1125,HP,EliteBook 1030,Notebook,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core M,1.1,8,0,256,0,Intel HD Graphics,Windows 10,1.16,1699.0000000000007
1107,1126,Dell,Vostro 3559,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,AMD Radeon,Windows 7,2.24,769.1499999999997
1108,1127,Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,0,128,0,Intel HD Graphics,Windows 10,2.1,429.0
1109,1128,HP,Spectre Pro,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,512,0,Intel HD Graphics,Windows 10,1.16,1969.0
1110,1129,Lenovo,Yoga Book,2 in 1 Convertible,10.1,1920x1200,1920,1200,0,1,0,1,1,Intel Atom,1.44,4,0,0,64,Intel HD Graphics,Android,0.69,548.9999999999999
1111,1130,Dell,XPS 13,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.4,8,0,256,0,Intel Iris,Windows 10,1.23,1379.0000000000002
1112,1132,Razer,Blade Stealth,Ultrabook,12.5,3840x2160,3840,2160,0,0,1,0,1,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.25,1028.9999999999998
1113,1133,Toshiba,Portege X30-D-10K,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.05,2226.0000000000005
1114,1134,Asus,Rog GL752VW-T4308T,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,8,1000,128,0,Nvidia GeForce GTX,Windows 10,3.52,1312.4899999999998
1115,1135,Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Atom,1.44,4,0,0,32,Intel HD Graphics,Windows 10,1.35,195.99999999999991
1116,1136,HP,Spectre Pro,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.16,1690.0000000000005
1117,1137,HP,EliteBook 1040,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 7,1.43,1512.9999999999998
1118,1138,Dell,Latitude E5570,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Linux,2.09,523.63
1119,1139,Asus,VivoBook Max,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.4,4,1000,0,0,Intel HD Graphics,Windows 10,2.0,435.00000000000006
1120,1140,Lenovo,ThinkPad Yoga,2 in 1 Convertible,14.0,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.8,1668.9999999999993
1121,1141,Lenovo,Yoga Book,2 in 1 Convertible,10.1,1920x1200,1920,1200,0,1,0,1,1,Intel Atom,1.44,4,0,0,64,Intel HD Graphics,Windows 10,0.69,478.99999999999983
1122,1142,HP,EliteBook 820,Ultrabook,12.5,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.4,8,0,256,0,Intel HD Graphics,Windows 7,1.26,1895.0000000000002
1123,1143,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,1000,128,0,Nvidia GeForce GTX,No OS,2.4,989.0000000000003
1124,1144,HP,Omen -,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.3,8,1000,128,0,Nvidia GeForce GTX,Windows 10,3.35,1128.9999999999998
1125,1145,HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i7,2.7,8,2000,0,0,Intel HD Graphics,Windows 10,2.04,629.0000000000002
1126,1146,Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.6,8,0,512,0,Nvidia Quadro,Windows 7,1.8,2050.3800000000006
1127,1147,Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,0,0,32,Intel HD Graphics,Windows 10,1.5,277.99999999999994
1128,1148,HP,250 G6,Ultrabook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.84,752.0000000000001
